id,data,label
00174,1c11f735dc713d96,steerRight
0018c,d8f564135be6128e,steerRight
001c8,bd0040fb06671ad1,steerRight
0037f,8fadc1a606cb0fb3,steerRight
00383,0e51f30dc6a7ee39,steerRight
003ea,a3d70628ece66fa2,steerRight
003eb,8b002434e465e150,steerRight
00434,956269f0e5d7b875,steerRight
0043b,89463e85759cde66,steerRight
00445,88bd64072bcfbe01,steerRight
004a1,3b982ef8daf61a26,steerRight
0050c,366eb16f508ebad7,steerRight
00562,17be31111a2a73ed,steerRight
00571,27cd813047229389,steerRight
005c9,c5e7ce8a3a578a8e,steerRight
0060e,8d5288f1142c3fe8,steerRight
00614,5d65a441d58842de,steerRight
006b6,b2b9437a28df6ec4,steerRight
006c0,0000ca6e0822e8f3,steerRight
007fc,3f22faf823bed01d,steerRight
00174,1c11f735dc713d96,steerRight
0018c,d8f564135be6128e,steerRight
001c8,bd0040fb06671ad1,steerRight
0037f,8fadc1a606cb0fb3,steerRight
00383,d261a7ab3aa2e4f9,steerRight
003ea,fd5166e6451b4cf3,steerRight
003eb,8b002434e465e150,steerRight
00434,2369b584ff5e9ff0,steerRight
0043b,89463e85759cde66,steerRight
00445,88bd64072bcfbe01,steerRight
004a1,19db3ad0ddd1dfb2,steerRight
0050c,9132b63ef16287e4,steerRight
00562,17be31111a2a73ed,steerRight
00571,27cd813047229389,steerRight
005c9,a9488d990bbb2599,steerRight
0060e,8d5288f1142c3fe8,steerRight
00614,5ec42e0829a3b2e9,steerRight
006b6,b2b9437a28df6ec4,steerRight
006c0,0000ca6e0822e8f3,steerRight
007fc,8fb5d27bbeb79919,steerRight
00174,1c11f735dc713d96,steerRight
0018c,d8f564135be6128e,steerRight
001c8,bd0040fb06671ad1,steerRight
0037f,8fadc1a606cb0fb3,steerRight
00383,d261a7ab3aa2e4f9,steerRight
003ea,fd5166e6451b4cf3,steerRight
003eb,8b002434e465e150,steerRight
00434,2369b584ff5e9ff0,steerRight
0043b,89463e85759cde66,steerRight
00445,88bd64072bcfbe01,steerRight
004a1,19db3ad0ddd1dfb2,steerRight
